symbol,Business Content
RCII,家庭用電子機器、電化製品、家具、アクセサリーなどをレンタルパーチェス制で提供
RCKT,緑内障治療の発見、開発、商品化を行う臨床段階のバイオ医薬品会社
RCKY,米国の靴メーカー
RCL,国際的なクルーズ会社
RCM,医療セクター向け金融サービス会社｡
RCON,同社は中国石油採鉱・抽出業界における会社向けにハードウェア、ソフトウェア及びオンサイトサービスを提供。
RCUS,過小発現した生物学的機会を利用して革新的な癌免疫療法を創出することに重点を置く臨床段階の生物医薬品会社
RDFN,住宅用物件に関するウェブベースの不動産データベースおよび仲介サービスを提供している不動産サービス会社。
RDI,国内外で娯楽・不動産資産の開発・所有・運営している米国の不動産運用会社
RDIB,映画館の所有・運用を行う米国の企業
RDN,住宅ローン保険を中核とする信用保証会社
RDNT,米国カリフォルニア州において画像センターを所有・運営する外来患者用画像診断会社。
RDUS,骨粗しょう症等に対する新しい治療法の開発に取り組むバイオ医薬品会社
RDVT,クラウドベースの情報ソリューションを企業に提供する米国のITサービス・ソフトウェア企業
RDWR,ソフトウェアサービスを提供している会社
RE,バミューダの再保険会社
REAL,ラグジュアリーブランドの中古品を扱う会員制ECサイトを運営している会社
REED,米国の飲料品メーカー
REFR,米国の電動光制御装置メーカー
REGI,米国の不動産運用会社
REGN,バイオ医薬品メーカー
REI,独立系石油・ガス探鉱会社
REKR,政府関連事業の請負業者を中心にアウトソーシングサービスを提供
RELL,電子部品や視覚機器を提供する米国企業
REPH,米国の臨床段階の特殊医薬品会社
REPL,米国のバイオ医薬品企業
RERE,中国の中古家電取引およびサービスプラットフォーム。
RES,独立系および主要石油掘削業者向けに特殊サービス・機器を提供している油田サービス会社。
RESN,ラジオ周波数用などのフィルターを設計している半導体関連企業
RETA,臨床段階の創薬等に従事するバイオ医科学企業
RETO,中国の建設資材メーカー
REV,化粧品メーカー。
REVG,救急車、消防車、スクールバスなどの特殊車両等の製造・販売している企業
REX,エタノール生産エンティティに投資
REYN,家庭用包装製品を製造および販売をしている米国のメーカー企業
REZI,居住環境における重要な快適性とセキュリティソリューションを提供する世界有数のプロバイダ。
RF,複数の地域銀行持株会社
RFIL,米国の相互接続製品メーカー。
RFL,正常細胞とがん細胞との代謝の差異を利用した治療法の開発と商品化に取り組んでいる製薬会社
RFP,カナダの林産物関連製品メーカー
RGA,生命・健康関連の再保険商品などを提供する再保険会社。
RGCO,米国の天然ガス販売・供給持株会社
RGEN,バイオプロセス事業に従事している企業。
RGLD,貴金属のロイヤルティー取得を行う
RGLS,バイオ医薬品会社
RGNX,組み換え、およびアデノ随伴ウイルスの遺伝子治療の開発、商品化、ライセンス供与に注力しているバイオテクノロジー会社。
RGP,顧客に、財務・会計、人事、情報通信の分野に長けた人材をプロジェクトごとに派遣する人材サービス会社。
RGR,銃器の設計、製造、販売、輸出を手掛ける銃器メーカー
RGS,美容院運営会社。美容院およびヘアケア用品のサロンをフランチャイズ運営。
RH,家具の販売会社。家具、照明、織物、浴室備品、インテリア用品、アウトド ア・園芸用品、ベビー・子ども用品などの製品を扱う。
RHI,人材派遣会社
RIBT,米とその他の小粒穀物を製粉し、これらの穀物から派生した健康・自然的で栄養価の高い付加価値製品を生産・加工・販売する専門原料会社。
RICK,ライブレストラン・バーの運営をしている企業
RIDE,小型電動トラックの開発と製造を行っている企業
RIG,世界最大の海洋掘削請負業者
RIGL,臨床段階の医薬品開発会社
RILY,米国の投資・金融サービス会社
RIOT,暗号通貨・ブロックチェーン事業の取得とブロックチェーン技術会社の支援に注力している会社
RIVE,米国の商業銀行持株会社
RJF,様々な金融サービスを提供する持株会社
RKLB,民間、防衛、商業市場向けにロケットや宇宙船の開発・製造に従事する米国の航空宇宙企業。
RKLY,センサーと通信製品のフォトニクスチップセット開発者およびモジュールサプライヤー。
RKT,eコマースプラットフォームを提供している会社
RL,衣料品メーカー
RLAY,主にがんを対象とする低分子治療薬の研究・開発
RLGT,米国の郵送会社
RLGY,不動産仲介ネットワークの世界大手
RLI,損害保険引受会社。
RLMD,米国の臨床段階バイオテクノロジー企業
RLYB,重篤な希少疾患に苦しむ患者の生活を改善するための治療法の発見、開発、製造、提供に従事。
RM,専門消費者金融会社
RMAX,米国の不動産持株会社
RMBI,子会社ファ-スト・バンク・リッチモンドを通じ、銀行サービスを提供する銀行持株会社
RMBL,米国のIT・ソフトウェア企業
RMBS,半導体開発
RMCF,チョコレート工場を展開するお菓子メーカー
RMD,睡眠呼吸障害等の治療用機器を製造販売
RMNI,企業向けソフトウエアのサポートサー ビスを提供している会社。
RMO,リチウムイオンバッテリーパックの設計と製造を行うエネルギー技術企業
RMR,米国の不動産投資信託管理持株会社
RMTI,米国の血液透析治療関連会社
RNA,米国のバイオサイエンス企業
RNAZ,リボ核酸（RNA）腫瘍学会社。
RNDB,米国の銀行持株会社
RNG,複数の企業ユーザーに向けビジネス・コミュニケーションサービスを提供している事業通信向けのSaaSソリューション・プロバイダー。
RNR,バミューダの再保険・保険会社
RNST,米国の銀行持株会社
RNWK,デジタルメディアとの接続を可能にするアプリケーションとサービスを提供している会社
ROCC,原油と天然ガスの探鉱、開発、生産を米国内陸で行う独立系石油・ガス会社
ROCK,建設資材、自動車製造、その他産業向けの金属や工業材料を製造、加工、供給している鉄鋼製品メーカー。
ROG,特殊材料･部品メーカー。通信、コンビューター、画像、消費者、輸送業界向けに特殊材料や部品を製造する。
ROK,産業設備機器メー カー
ROKU,様々なアプリに対応した家庭用テレビ向けの無線対応デバイスを製造、提供している会社
ROL,害虫やシロアリ駆除サービスを提供
ROLL,ベアリングメーカー。各種ベアリングを設計・製造・販売するベアリングメーカー。
ROOT,個人向け自動車保険、モバイルテクノロジープラットフォームを提供する米国企業
ROP,工業用機器メーカー
ROST,廉価アパレルの全国チェーン小売店
RPAY,各種ローンやオンライン銀行サービスを提供している会社
RPD,セキュリティデータおよび分析ソフトウエアソリューションを提供している企業。
RPID,ヘルスケア製品の製造とリリースを容易にする自動化ソリューションを提供。
RPM,さまざまな特殊化学品を製造・販売する化学製品メーカー。
RPRX,バイオ医薬品投資企業
RPTX,カナダのバイオサイエンス企業
RRBI,米国の銀行持株会社
RRC,独立系石油・ガス会社
RRD,商業印刷・情報サービス会社
RRGB,米国のカジュアルダイニングレストランチェーン
RRR,ホテルやカジノを運営している会社
RRX,電気モーターと制御、発電機と制御、および機械的動作制御製品の米国メーカー
RS,鉄鋼やアルミニウムの加工製品を製造している会社。
RSG,一般廃棄物処理会社
RSI,オンラインカジノとスポーツギャンブルに従事している米国のゲーム会社
RSKD,不正行為やチャージバック防止のためのソフトウェアを提供。
RSLS,商業段階の医療機器企業
RTPY,消費者向けインターネット、モバイルゲーム、またはより広範なテクノロジーセクターでの事業を運営するブランクチェックカンパニー。
RTX,航空機エンジン、エレベーター、空調機
RUBY,米国の赤血球治療薬の開発を行っている会社
RUN,太陽光発電システムのリース、融資、導入に従事している会社
RUSHA,商用車及び関連サービスの提供をしている会社
RUSHB,商用車両及び関連サービスの小売事業を展開している米国の企業
RUTH,高級ダイニング部門を中心としたレストランの運営をしている会社
RVLV,服、履物、アクセサリーを販売する米国のアパレル会社
RVMD,悪性腫瘍向けの医薬品を開発する米国の医薬品会社
RVNC,臨床段階の特定分野に特化したバイオ医薬品会社
RVP,ヘルスケア業界向けに安全針機器を設計・開発・製造
RVSB,米国の貯蓄貸付持株会社
RWLK,イスラエルを拠点にした医療機器会社
RXDX,炎症性腸疾患（IBD）の治療のための治療薬及びコンパニオン診断薬の発見・開発・商品化を行うバイオテクノロジー会社。
RXRX,AIおよび生物学を利用した創薬を行う米国の企業
RXST,商業段階にある医療技術企業で、白内障手術後の患者の視力を改善することに取り組む。
RXT,米国のソフトウエア企業
RY,カナダの総合銀行
RYAM,独自のセルロース化学の知識および製造工程を活かし、特殊セルロース繊維を製造
RYAN,子会社を通じて、ブローカー、代理店、保険会社に特殊保険のソリューションを提供。
RYI,北アメリカでの貴金属の加工・配給を行っている会社
RYTM,遺伝的疾患に対するペプチド治療薬の開発・商業化に従事しているバイオ医薬品企業。
S,高度な脅威や国家レベルのマルウェアから組織を保護するセキュリティ・プラットフォームを開発。
SA,北米で金鉱の取得と探査に従事している会社
SABR,旅行サイトのTravelocityなどを保有・運営
SAFM,生鮮及び冷凍鶏肉製品の生産、加工
SAFT,保険会社。
SAGE,中枢神経系疾患の治療薬を開発しているバイオ医薬品メーカー。
SAH,米国の自動車小売業者
SAIA,運輸事業を手掛けている会社
SAIC,法人・政府向けにITサービスを提供
SAIL,ソフトウェア持株会社。主にアイデンティティ・ガバナンス・ソフトウェア・ソリューションの設計・開発・販売に従事する。
SAL,米国の銀行持株会社
SALM,ラジオ放送、出版、インターネットをカバーするマルチメディア企業
SAM,ビールメーカー。BostonBeerCompany、OregonBeer、BrewingCompany、SamuelAdams、HardCoreなどのブランド名で製品を販売。
SAMG,個人富裕層・機関投資家向けの資産管理会社
SANA,バイオテクノロジー会社
SAND,カナダの鉱業専門の投資会社
SANM,電子機器の請負製造サービスを提供
SANW,種子の洗浄、加工サービスを提供している
SASR,Sandy Spring Bankの持株会社
SATS,衛星通信インフラ会社。
SAVA,薬物の開発に従事するバイオ製薬会社
SAVE,格安航空会社
SB,ドライバルク船舶の取得、所有および運営に従事。
SBCF,米国の銀行持株会社
SBET,ITサービスとコンサルティングビジネスセクターに従事。
SBFG,米国の銀行持株会社
SBGI,米国で事業を展開しているテレビ放送会社。
SBH,美容製品の販売に従事
SBLK,マーシャル諸島籍の海運会社
SBNY,米国の商業銀行
SBSI,サウスサイド・バンクの銀行持株会社
SBT,米国の銀行持株会社
SBTX,臨床段階のバイオ医薬品会社
SBUX,コーヒー専門店チェーン
SC,自動車ローンを提供
SCCO,大手銅山会社
SCHL,国際的出版・教育・メディア会社。
SCHN,非鉄金属くずを収集・リサイクルしている米国のリサイクル業者。
SCHW,金融サービス会社
SCI,斎場、墓地、火葬場を運営する葬儀社
SCKT,米国のIT機器メーカー
SCL,中間化学品と特殊化学品を製造、販売
SCOR,クロスプラットフォーム測定会社。オーディエンス、ブランド、消費者動向を計測。
SCPH,米国の医薬品企業
SCPL,米国のオンラインゲーム開発会社
SCPS,癌の治療法の開発に焦点を当てた米国のバイオテクノロジー企業
SCS,米国の家具製造会社
SCSC,特殊技術製品の卸売業者。
SCU,世界各地のオルタナティブ資産の運用に従事する投資会社。
SCVL,ファミリー向けの靴の小売会社
SCWX,セキュリティソリューションを提供する会社
SCX,産業、専門と消費者市場向けの製品を製造する米国企業
SCYX,抗感染症薬の開発と商業化に従事している会社
SDC,歯科技術を消費者向けに提供する米国の会社。
SDGR,化学シミュレーション・ソフトウェアの開発に従事する米国のソフトウェア企業
SEAS,海洋テーマパークを所有・運営
SEB,多様なグローバルアグリビジネスと運送会社を手がけている会社
SEDG,太陽光発電の最適化と、太陽電池のモニタリング用ソリューションを提供している会社。
SEE,機能性素材及び包装システムの開発・製造
SEED,中国本土で業務を展開する技術集中型の作物種子会社。
SEEL,中枢神経系、呼吸器疾患の治療のための技術と治療法の開発に注力する臨床段階のバイオ医薬品会社。
SEER,ナノ粒子テクノロジーを利用した米国のバイオテクノロジー企業
SEIC,機関投資家や個人投資家に投資と業務ソリューションを提供
SELB,免疫システムを治療するワクチンの研究を行うバイオ医科学企業
SEM,長期療養病院とリハビリテーション施設を運営している会社
SEMR,オンラインの可視性管理SaaSプラットフォームの提供に取り組む米国の企業
SENEA,米国の大手食品加工会社
SENS,医療テクノロジー会社
SERA,女性の健康診断会社。
SESN,がん治療のための抗体薬物複合体を開発する製薬会社
SF,金融サービス持株会社
SFBC,米国の銀行持株会社
SFBS,商業向け取引バンキング、現金管理、プライベートバンキングを運営している銀行。
SFE,企業家及び生命科学・技術企業向けに資本を提供している企業
SFET,イスラエルのサイバーセキュリティー企業。
SFIX,オンライン購読サービスおよびパーソナルショッピングプラットフォームを運営している会社
SFL,バミューダ諸島の船舶会社
SFM,全米でサービスを展開する小売食料品店チェーン会社
SFNC,複数銀行の金融持株会社
SFST,米国の銀行持株会社
SFT,中古車売買のeコマースプラットフォームを運営している米国の企業
SGA,米国のラジオ放送持株会社
SGBX,組立金属製品およびハードウエア製品の製造に従事しているコンテナーメーカー。
SGC,米国のユニフォーム会社
SGEN,がんなどの治療用単クローン抗体ベース医薬品の発見、開発に従事する医薬品メーカー
SGFY,米国のヘルスケアテクノロジー企業
SGH,米国（ケイマン籍）IT関連持株会社。子会社を通じて、北米、南米、アジア、欧州等でメモリのデザイン・製造・販売に従事する。
SGHT,蔓延する眼疾患の治療のための外科的および非外科的技術の開発・商業化に従事。
SGLB,ソフトウエア会社
SGMO,遺伝子制御における転写因子の調査、開発に従事するバイオテクノロジー会社
SGMS,宝くじ事業者、ギャンブル産業向けソリューションをグローバルに提供している米国のゲーム関連サービス企業
SGOC,住宅ローンを提供する香港の貸金業、及び追加の賃貸収入を生み出す不動産投資を行う。
SGRP,国際的なマーチャンダイジングおよびマーケティングサービス会社。
SGRY,米国のヘルスケア・サービス会社
SGTX,糖尿病、血液疾患などの治療法開発を行う米国の企業
SGU,家庭用煖房器具を提供している会社
SHAK,ニューヨークを拠点にハンバーガーを中心としたチェーンストアを展開
SHBI,米国の金融持株会社
SHC,医療機器および製薬業界に滅菌などを提供している世界有数のプロバイダー
SHCR,プラットフォームを介し、ヘルスケアプランをユーザーに提供し、健康管理の支援を行うデジタルヘルスケア企業。
SHEN,子会社を通じて、電気通信サービスを手掛けている電気通信事業会社。
SHIP,ドライバルクの海上輸送サービスを提供する国際的な企業。
SHLS,太陽光を使用した分類再生エネルギー設備を提供している会社
SHOO,ブランドファッション・ハンドバッグとアクセサリーの販売をしている会社
SHOP,カナダの世界最大のネットショップ作成プラットフォーム提供企業
SHW,塗料会社
SHYF,商用車メーカー
SI,子会社で仮想通貨関連のビジネスに特化した商業銀行であるシルバーゲート銀行を通じ、金融サービスを提供
SIBN,米国および国際的に独自の低侵襲外科用インプラントシステムを開発し、商品化している。腰痛の原因となる仙腸関節の機能不全を治療するために仙腸関節を融合するインプラントシステムであるiFuseを提供している。
SIC,インテリアデザイン、インテリア関連製品の設置工事や販売代理店事業に従事
SIEB,米国の金融持株会社
SIEN,美容整形用製品を扱う企業
SIF,航空宇宙、エネルギー、防衛市場へ鍛造部品を提供しているサプライヤー
SIG,宝石・腕時計を販売するバミューダの企業
SIGA,米国の医薬品会社
SIGI,子会社を通じて各種商業保険商品、代替リスク管理商品、管理医療および関連サービスを提供する保険持株会社。
SILK,手術器具を製造、販売している医療器具メーカー。
SINO,海運仲立業サービス会社
SINT,脊髄等の固定のために用いる、医療用窒化ケイ素の製造を行う米国のバイオマテリアル会社
SIOX,臨床段階のバイオ医薬品メーカー。
SIRI,衛星ラジオ放送会社
SITE,野外照明、肥料、草の種子、芝生ケア用器具、およびゴルフ場用アクセサリー商品などを提供している園芸用品販売会社。
SITM,シリコンを素材とするタイミングシステムの開発に従事する半導体企業
SIVB,銀行・金融サービス持株会社。主要子会社シリコン・バレー・バンクを通じて、プライベートおよびコマーシャルバンキングサービスを提供している。
SIX,テーマパーク、ウォーターパーク、動物園などを所有する教育サービス会社テーマパーク運営会社。
SJI,エネルギー関連商品を提供するエネルギーサービス持株会社
SJM,食品製造販売
SJR,カナダのテレコミュニケーション企業
SJW,給水サービスを提供する公益事業会社
SKIN,美容製品を市場に投入することに焦点を当てた、カテゴリーを作成する美容ヘルス会社。
SKLZ,米国のゲーム・ソフトウェア企業
SKX,若者向けの靴製造・販売メーカー
SKY,独立系上場住宅会社。
SKYT,半導体の開発および製造を行う企業
SKYW,地方航空会社を運営している会社
SLAB,アナログ系混合シグナル IC（集積回路）メーカー
SLB,石油サービス会社。世界の石油企業に対して、技術やプロジェクト管理、情報サービスを提供
SLCA,工業用シリカと砂プロパントの生産会社
SLCT,銀行持株会社
SLDB,筋ジストロフィー患者のための治療法および装置を開発
SLF,カナダの国際的な金融サービス会社
SLGG,eスポーツコミュニティとコンテンツプラットフォームを運営している会社。
SLGN,常温保存可能食品などの消費者向け製品用硬質包装材を製造
SLM,教育ローン・サービス会社
SLNG,米国の配電機器メーカー
SLNO,ガスフローの定量性に対する独自技術に基づいた診断治療を開発している医療機器メーカー
SLP,機械学習に基づく技術・ソフトウェアの開発
SLQT,保険契約比較サイトを運営
SLRX,バイオテクノロジー会社
SLS,リボ核酸（RNA）関連技術と免疫療法技術を開発するバイオ企業
SLVM,原紙とパルプ原料を製造しています。 原紙、紙パルプを製造する会社。
SM,米国の石油・天然ガス会社
SMAR,インターネットソフトウェアソリューションを開発する会社。業務執行と管理のため、クラウドベースのプラットフォームを提供している。
SMBC,Southern Bank持株会社
SMBK,米国の銀行持株会社
SMCI,企業IT、データセンター、クラウドコンピューティングを開発・提供するコンピュータシステムメーカー
SMED,医薬、有害物質の廃棄物処理サービスを提供している会社
SMG,米国の園芸用品メーカー。
SMHI,米国の沖合輸送事業持株会社
SMMF,子会社を通じて米国のバージニア州、ウェストバージニア州の顧客に幅広い銀行サービスを提供している銀行持株会社。
SMMT,既存疾病または治療法のない疾病の新規治療薬を開発
SMP,アフターマーケット向け自動車部品を製造・販売している会社
SMPL,栄養食品やスナック製品の開発・販売をしている会社
SMSI,モバイルシステムのソフトウエアサービス会社
SMTC,アナログ、ミックスド・シグナル半導体メーカー。
SMWB,デジタルインテリジェンスのオンラインプラットフォームを提供するイスラエルの企業
SNA,工具、機器関連のソリューション会社
SNAP,カメラ関連製品、携帯電話用アプリケーションの開発と販売をしている会社
SNAX,健康に配慮したスナック菓子を製造販売する会社
SNBR,エアーベッド・マットレスのメーカー
SNCR,トランザクション管理ソリューションのプロバイダー
SNCY,米国の持株会社。子会社サン・カントリー航空を通し、定期旅客サービスおよび貨物サービスを提供。
SND,北米でプロパント（砂粒上の物質）製品、物流サービスを提供している会社。
SNDL,処方薬、健康のための大麻製品を提供する会社
SNDR,輸送・物流サービス会社
SNDX,バイオ医薬品企業。腫瘍、肺がん、乳がん、血液がんに対する治療を提供する。
SNES,動物の出生コントロールにより、害虫の個体数を管理する技術の開発に従事。
SNEX,コモディティ、通貨、国際証券の取引やアドバイザリーなどを世界各地で提供する金融サービス持株会社。
SNFCA,米国の金融サービス持株会社
SNGX,米国のバイオ医薬品企業
SNOA,感染症を防ぐ医薬品を製造する医療品メーカー
SNOW,クラウドベースのデータウェアハウスなどを提供
SNPO,子会社を通じて、スマートホーム製品およびサービスを提供。
SNPS,電子設計自動化ソリューション提供会社
SNT,米国の境界セキュリティシステムメーカー
SNTG,包括的な金融サービスを提供する金融サービスプロバイダー。
SNV,商業およびリテール銀行業務、投資サービスを提供する金融持株会社
SNX,情報技術（IT）サプライチェーン・サービス会社。OEMメーカーとソフトウエア出版社向けに世界中でサービスを提供。
SO,公益事業持株会社
SOI,米国の石油・天然ガス採掘・製造サービス会社
SOLO,カナダの電気自動車会社
SOLY,米国の医療機器メーカー
SON,世界の企業・個人向けに梱包ソリューションを提供している梱包材メーカー。
SONM,米国のスマートフォンおよび付属品販売会社
SONO,オーディオ機器メーカー。家庭用のオーディオ製品の製造。
SOPH,ソフトウェア発行事業を行うスイスを拠点とする会社。
SP,米国・カナダにおいて、私企業、公企業の顧客向けに、駐車管理、地上輸送とその他の付帯サービスを提供している会社
SPB,電池、パーソナルケア製品、小型家電製品、ペット用品などのブランド製品を提供している会社
SPCB,政府、民間、公的機関に高度な安全、識別、セキュリティに関する製品およびソリューションを提供している会社
SPCE,米国の航空宇宙会社。
SPEL,脊椎手術専門の医療機器を設計・開発している医療機器メーカー
SPFI,米国の銀行業と保険業を運営している持株会社
SPGI,格付けやベンチマーク、分析などの金融情報サービスプロバイダ
SPIR,ブランクチェックカンパニー
SPLK,データ解析ソフトウェアメーカー
SPNE,医療技術会社
SPNS,イスラエルに本社を置くケイマン籍のソフトウェアソリューションプロバイダー。
SPNT,バミューダ籍の保険持株会社
SPOK,ワイヤレス事業とソフトウェア事業を展開する米国の持株会社
SPOT,2006年にスウェーデン（ルクセンブルク籍）で創業した音楽配信世界最大手。音楽のストリーミング配信サービス、及び同サービスを運営している。
SPPI,米国の製薬会社
SPR,子会社を通じ、民間・軍用機の航空機構造の設計・製造を手掛ける
SPRO,米国の教育サービス会社
SPSC,サプライチェーン管理ソリューションの米国プロバイダー
SPT,米国のソーシャルメディア（SNS)管理プラットフォーム企業
SPTN,米国内外の米国軍に提供する食料の収集・配送の支援も手掛ける食品の卸売・小売サービス会社。
SPWH,米国でスポーツ用品店を運営
SPWR,太陽光発電製品会社
SPXC,発電、化学処理、製薬、建設・インフラなどを手掛ける専門機器メーカー
SQ,モバイル決済ソリューションを提供している会社
SQSP,中小企業や個人がウェブサイト構築し、オンラインストアを立ち上げるためのプラットフォーム
SQZ,癌、感染症のための形質転換細胞療法を開発しているバイオテクノロジー企業
SR,天然ガスの小売流通に関わる公益事業法人。
SRAD,スポーツベッティングとスポーツエンタテインメントの製品とサービスを提供。
SRAX,インターネット広告事業会社
SRCE,銀行持株会社
SRCL,規制対象医療廃棄物の処理サービス会社
SRDX,ヘルスケア業界への薬物送達および表面改質技術のプロバイダー
SRE,エネルギー・サービス持株会社
SREV,サービス収益管理会社
SRGA,脊椎外科を中心に医療テクノロジーのソリューションを提供
SRI,米国の電気・電子部品メーカー
SRL,統合されたマーチャントバンキング会社として運営されているケイマン籍の会社。
SRNE,バイオ医薬品会社
SRPT,奇病と伝染病両方の治療に用いる独自のRNA（リボ核酸）ベースの治療法発見と開発を手掛けるバイオ医薬品会社。
SRRA,臨床段階のオンコロジー（癌領域）会社
SRRK,生物医薬品企業として事業を行っている。神経筋障害、ガン、線維症、貧血を含む疾患の治療薬の発見および開発を手掛ける。
SRT,ビジネス・プロセス・アウトソーシング・サービスを展開する米国企業
SSB,米国の銀行持株会社
SSBI,米国の州特許商業銀行
SSD,米国の資材会社
SSNC,コンピューター・ソフトウエアを開発・販売するソフトウエア会社。
SSP,テレビ局、新聞紙、デジタルの地元ニュースサイトにおける権益を所有するメディア企業
SSRM,銀鉱山の買収、探査、開発、事業運営に従事している銀採掘業者
SSTI,セキュリティ製品とサービスを提供している会社。
SSTK,米国の写真サイト運営会社
SSYS,イスラエルの3Dプリンタメーカー
ST,センサー及び制御機械を開発・製造・販売することにより、工業技術を提供している企業
STAA,眼内に移植可能なレンズを開発、製造、販売している米国の会社。
STAB,臨床段階のバイオ医薬品企業。
STAF,国際的な人材派遣会社
STBA,銀行持株会社
STC,グローバルタイトル保険・不動産サービス会社
STCN,米国のサプライチェーン管理サービス会社
STE,感染予防などの医療製品･サービスを提供している企業
STEM,スマートバッテリーストレージソリューションを提供・運用する。
STEP,投資アドバイスサービスを提供する米国の企業
STFC,損害保険持株会社
STIM,精神障害患者の生活の質を向上するための医療機器の開発・製造・販売に従事する医療機器メーカー。
STKS,米国のホスピタリティ企業
STL,傘下の銀行を通じ、総合的な預金業務と資金管理サービスを手掛ける銀行持株会社。
STLA,車両の設計、エンジニアリング、製造、流通、販売を行う
STLD,圧延鋼の小規模製鋼所と冷間圧延製鋼所を所有・運営する鉄鋼会社
STNE,ブラジル(ケイマン籍)の電子商取引ソリューションプロバイダー。電子商取引を円滑に行うため、Wi-Fiとデータ対応端末機器を提供する。
STNG,モナコの海運会社
STOK,RNA（リボ核酸）をターゲットとした根本治療法の開発を行うバイオテクノロジー会社
STRA,社会人向けに、経営、行政、会計、および情報技術分野の大学・大学院課程コースを提供する教育サービス会社。
STRL,高速道路の舗装をはじめ、橋、上下水道、軽鉄道などの建設が専門。ペット用品、芝生・園芸用品の販売も手掛ける。
STRO,バイオ医薬品の開発をしている企業
STRR,医療用画像診断システムの販売をしている会社
STRS,不動産の取得、開発、管理、運営及び販売に従事している会社
STRT,米国のセキュリティ製品メーカー
STSA,偏頭痛向けの治療薬を開発している米国のバイオ医薬品会社。
STT,機関投資家への情報提供と金融資産管理を世界的に行う会社
STX,アイルランドのハードディスクドライブメーカー
STXB,米国の銀行持株会社
STXS,血管内処置を行うロボット技術の開発に従事。
STZ,アルコール飲料会社
SU,カナダの総合エネルギー企業
SUM,米国の建設資材会社
SUMO,クラウドベースのマシンデータ分析サービスを提供
SUP,相手先商標製品の製造会社(OEM)向けアルミロードホイールの設計・製造をしている会社
SUPN,米国の製薬会社
SURF,がん治療における免疫療法を開発
SVBI,米国の貯蓄貸付持株会社
SVFA,ケイマン諸島籍のブランクチェックカンパニー
SVRA,致死性呼吸器疾患の治療法を開発している米国のバイオ医薬品企業
SWAV,米国の医療機器メーカー。
SWBI,銃器メーカー
SWCH,ITサービス持株会社
SWI,情報技術管理ソフトウェアの設計・開発。
SWIM,住宅用プールの設計、製造、販売を行う米国の企業
SWIR,ワイヤレス・モバイル通信ソリューションを提供している企業
SWK,工具およびソリューションの総合供給会社
SWKH,ライフサイエンス関連の企業、機関および発明者に幅広く資本を提供
SWKS,ワイヤレス半導体メーカー
SWM,特殊紙を製造、販売している会社
SWN,独立系エネルギー会社。 米国での天然ガスや石油の探査、開発、生産 （E&P） に注力
SWTX,米国のバイオ医薬品メーカー。
SWX,子会社を通じ、天然ガス事業の運営、建設のほか、販売も手掛ける持株会社。
SXC,米国のコークス製造業者
SXI,多様な産業市場区分に一連の製品とサービスを提供するメーカー
SXT,インクジェット・プリンター用インク、化粧品・医療品用添加物、食品・飲料用フレーバーなどを製造している化学品メーカー
SYBT,米国の銀行持株会社
SYBX,バイオ医薬品とがん免疫の会社
SYF,消費者金融サービス会社
SYK,手術用特殊医療製品を開発、製造、販売
SYN,バイオテクノロジー会社
SYNA,カスタム設計のユーザー・インター フェース・ソリューションメーカー
SYNH,米国のバイオ医薬品ソリューションの機関を運営。治療の専門知識、バイオ分析ソリューション、臨床開発、医療装置、診断サービスを 提供するほか、商業化も手掛ける。
SYNL,米国の金属・化学品メーカー
SYRS,バイオ医薬品会社。がんや免疫介在性疾患の治療薬の開発、遺伝子制御医薬品のパイプライン構築に従事。
SYY,食品と関連製品の供給会社
T,電話最大手。旧SBCコミュニケーションズ。AT&T Corp買収に伴い社名変更
TA,主に米国の州間高速自動車道のサービスエリアにおける店舗・ガソリンスタンドのネットワークを運営。
TACO,米国で事業を展開しているレストランチェーンを所有・経営している企業。
TACT,トランザクションプリンターの設計・開発・組立・販売・修理をしている会社
TALK,デジタルおよび仮想の行動ヘルスケア会社。
TALO,米国の石油・ガス企業
TANH,バイオテクノロジー会社
TAOP,統合クラウドベースのプラットフォームおよびビッグ・データソリューションのプロバイダ
TAP,ビール会社
TARA,希少疾患・特定疾患患者の医療ニーズに応える医薬品を製造するバイオ医薬品会社。
TARO,多国籍（マルチナショナル）製薬会社
TARS,眼瞼炎の治療方法を開発する米国のバイオテクノロジー企業
TASK,デジタルエコノミーに特化したアウトソーシングとカスタマー・エクスペリエンスを提供。
TAST,米国の持株会社
TBBK,米国の金融持株会社
TBI,米国の作業職・現場職専門人材派遣会社
TBK,米国の金融持株会社。
TBLA,イスラエルを拠点とするブランクチェック・カンパニー。
TBNK,Territorial Savings Bankを100％所有する貯蓄銀行
TBPH,細菌感染、中枢神経系、呼吸器疾患治療のための研究開発を行うケイマン籍のバイオ医薬品会社
TCBI,銀行持株と金融持株会社。融資、預金口座などの金融商品やサービスを顧客に提供している。
TCBK,米国の銀行持株会社
TCDA,米国の医薬品企業
TCFC,メリーランド州南部で商業銀行業務を行う銀行持株会社
TCI,米国の不動産会社
TCMD,米国ヘルスケア分野で事業を展開している医療機器メーカー。
TCON,がん、加齢黄斑変性、線維性疾患に対する新薬の開発・商品化に従事する臨床バイオ製薬会社。
TCRR,バイオ医薬品企業
TCS,米国の収納用品小売業者
TCX,米国のインターネットサービス販売会社
TD,カナダの総合銀行
TDAC,米国のブランクチェック・カンパニー(白地小切手会社)
TDC,データ保存ソリューション会社
TDG,航空部品メーカー
